ms (since 1970-01-01 00:00:00),YYYYMMDD,HH,DD,FH,FF,FX
1591948800000,20200612,8,80,60,60,80
1591952400000,20200612,9,80,60,60,70
1591956000000,20200612,10,80,60,60,80
1591959600000,20200612,11,80,60,50,70
1591963200000,20200612,12,90,60,60,70
1591966800000,20200612,13,100,50,50,60
1591970400000,20200612,14,90,50,50,70
1591974000000,20200612,15,90,40,40,60
1591977600000,20200612,16,90,40,50,60
1591981200000,20200612,17,90,50,60,60
1591984800000,20200612,18,90,60,60,60
1591988400000,20200612,19,60,40,30,60
1591992000000,20200612,20,340,40,70,80
1591995600000,20200612,21,60,50,50,80
1591999200000,20200612,22,70,70,80,90
1592002800000,20200612,23,250,110,110,230
1592006400000,20200612,24,300,70,60,140
1592010000000,20200613,1,290,50,30,70
1592013600000,20200613,2,100,20,20,60
1592017200000,20200613,3,90,40,50,60
1592020800000,20200613,4,70,50,50,60
1592024400000,20200613,5,70,40,50,70
1592028000000,20200613,6,90,40,30,70
1592031600000,20200613,7,100,30,40,40
1592035200000,20200613,8,210,30,30,50
1592038800000,20200613,9,260,30,40,50
1592042400000,20200613,10,280,30,30,50
1592046000000,20200613,11,270,30,40,50
1592049600000,20200613,12,290,30,20,50
1592053200000,20200613,13,20,20,30,40
1592056800000,20200613,14,10,30,40,40
1592060400000,20200613,15,10,40,50,50
1592064000000,20200613,16,360,50,60,70
1592067600000,20200613,17,360,60,70,80
1592071200000,20200613,18,20,70,60,90
1592074800000,20200613,19,30,70,70,90
1592078400000,20200613,20,20,60,40,80
1592082000000,20200613,21,10,30,30,50
1592085600000,20200613,22,330,30,40,50
1592089200000,20200613,23,20,50,50,70
1592092800000,20200613,24,60,40,40,70
1592096400000,20200614,1,320,10,20,50
1592100000000,20200614,2,350,40,40,60
1592103600000,20200614,3,20,50,50,60
1592107200000,20200614,4,50,50,40,70
1592110800000,20200614,5,40,30,20,50
1592114400000,20200614,6,30,10,10,30
1592118000000,20200614,7,350,20,20,30
1592121600000,20200614,8,350,40,60,60
1592125200000,20200614,9,340,50,40,70
1592128800000,20200614,10,340,30,30,50
1592132400000,20200614,11,330,30,30,40
1592136000000,20200614,12,360,30,20,50
1592139600000,20200614,13,330,40,40,60
1592143200000,20200614,14,340,40,30,60
1592146800000,20200614,15,340,60,70,100
1592150400000,20200614,16,360,60,60,80
1592154000000,20200614,17,340,50,40,70
1592157600000,20200614,18,280,40,50,60
1592161200000,20200614,19,280,50,50,60
1592164800000,20200614,20,290,40,40,50
1592168400000,20200614,21,310,30,20,40
1592172000000,20200614,22,290,30,30,40
1592175600000,20200614,23,330,30,20,40
1592179200000,20200614,24,270,20,30,40
1592182800000,20200615,1,270,40,40,50
1592186400000,20200615,2,260,50,50,60
1592190000000,20200615,3,270,50,50,70
1592193600000,20200615,4,280,50,50,60
1592197200000,20200615,5,270,40,40,60
1592200800000,20200615,6,260,40,40,60
1592204400000,20200615,7,240,50,50,60
1592208000000,20200615,8,240,50,50,70
1592211600000,20200615,9,240,50,50,70
1592215200000,20200615,10,240,40,40,60
1592218800000,20200615,11,240,60,70,80
1592222400000,20200615,12,240,60,60,80
1592226000000,20200615,13,240,60,60,80
1592229600000,20200615,14,250,70,70,80
1592233200000,20200615,15,250,60,60,80
1592236800000,20200615,16,250,60,50,70
1592240400000,20200615,17,310,40,30,60
1592244000000,20200615,18,350,40,40,50
1592247600000,20200615,19,360,40,30,50
1592251200000,20200615,20,360,30,30,40
1592254800000,20200615,21,20,20,20,30
1592258400000,20200615,22,40,10,10,20
1592262000000,20200615,23,30,10,10,20
1592265600000,20200615,24,290,10,10,20
1592269200000,20200616,1,330,20,20,30
1592272800000,20200616,2,330,20,20,30
1592276400000,20200616,3,320,20,20,30
1592280000000,20200616,4,340,20,30,30
1592283600000,20200616,5,340,30,20,40
1592287200000,20200616,6,340,20,20,30
1592290800000,20200616,7,300,10,10,20
1592294400000,20200616,8,10,10,20,20
1592298000000,20200616,9,30,10,10,20
1592301600000,20200616,10,50,10,10,20
1592305200000,20200616,11,40,10,10,20
1592308800000,20200616,12,30,20,20,30
1592312400000,20200616,13,60,20,20,20
1592316000000,20200616,14,60,20,20,30
1592319600000,20200616,15,30,20,20,30
1592323200000,20200616,16,0,10,0,30
1592326800000,20200616,17,320,10,20,30
1592330400000,20200616,18,360,20,30,30
1592334000000,20200616,19,30,30,40,40
1592337600000,20200616,20,30,40,40,50
1592341200000,20200616,21,40,40,40,50
1592344800000,20200616,22,60,50,50,60
1592348400000,20200616,23,70,50,40,70
1592352000000,20200616,24,70,40,50,60
1592355600000,20200617,1,60,40,40,50
1592359200000,20200617,2,70,30,40,40
1592362800000,20200617,3,70,40,30,50
1592366400000,20200617,4,60,30,40,40
1592370000000,20200617,5,50,40,50,60
1592373600000,20200617,6,70,40,40,60
1592377200000,20200617,7,50,30,30,40
1592380800000,20200617,8,60,40,30,60
1592384400000,20200617,9,40,30,30,50
1592388000000,20200617,10,20,30,30,40
1592391600000,20200617,11,10,40,40,50
1592395200000,20200617,12,20,40,50,60
1592398800000,20200617,13,40,50,60,70
1592402400000,20200617,14,30,60,60,70
1592406000000,20200617,15,350,50,50,60
1592409600000,20200617,16,340,70,80,90
1592413200000,20200617,17,350,80,60,90
1592416800000,20200617,18,30,80,90,100
1592420400000,20200617,19,30,80,80,100
1592424000000,20200617,20,60,80,50,130
1592427600000,20200617,21,30,50,60,70
1592431200000,20200617,22,30,60,50,80
1592434800000,20200617,23,20,40,50,70
1592438400000,20200617,24,20,60,50,80
1592442000000,20200618,1,10,50,50,80
1592445600000,20200618,2,60,50,40,60
1592449200000,20200618,3,90,30,20,60
1592452800000,20200618,4,90,30,40,50
1592456400000,20200618,5,110,50,60,70
1592460000000,20200618,6,130,60,70,90
1592463600000,20200618,7,180,70,70,100
1592467200000,20200618,8,200,70,70,90
1592470800000,20200618,9,210,70,80,100
1592474400000,20200618,10,200,70,60,90
1592478000000,20200618,11,210,70,70,100
1592481600000,20200618,12,220,60,60,90
1592485200000,20200618,13,220,40,30,70
1592488800000,20200618,14,270,20,10,40
1592492400000,20200618,15,230,20,20,30
1592496000000,20200618,16,20,20,30,40
1592499600000,20200618,17,20,40,40,50
1592503200000,20200618,18,10,40,50,50
1592506800000,20200618,19,360,50,60,70
1592510400000,20200618,20,20,60,50,70
1592514000000,20200618,21,330,40,30,60
1592517600000,20200618,22,50,40,50,60
1592521200000,20200618,23,70,40,30,60
1592524800000,20200618,24,90,40,20,50
1592528400000,20200619,1,140,30,30,40
1592532000000,20200619,2,190,30,30,40
1592535600000,20200619,3,230,40,50,50
1592539200000,20200619,4,250,40,40,60
1592542800000,20200619,5,270,40,30,60
1592546400000,20200619,6,250,30,30,50
1592550000000,20200619,7,260,30,20,40
1592553600000,20200619,8,260,20,20,40
1592557200000,20200619,9,210,10,10,30
1592560800000,20200619,10,220,20,20,30
1592564400000,20200619,11,990,10,10,20
1592568000000,20200619,12,270,20,30,50
1592571600000,20200619,13,290,50,50,80
1592575200000,20200619,14,300,40,50,70
1592578800000,20200619,15,260,70,70,90
1592582400000,20200619,16,260,70,80,100
1592586000000,20200619,17,260,70,70,100
1592589600000,20200619,18,260,80,80,110
1592593200000,20200619,19,260,90,90,110
1592596800000,20200619,20,250,80,80,110
1592600400000,20200619,21,260,70,70,90
1592604000000,20200619,22,250,80,80,100
1592607600000,20200619,23,250,80,80,100
1592611200000,20200619,24,250,80,80,100
1592614800000,20200620,1,240,80,80,100
1592618400000,20200620,2,250,80,90,110
1592622000000,20200620,3,250,100,90,120
1592625600000,20200620,4,250,90,90,110
1592629200000,20200620,5,250,90,80,110
1592632800000,20200620,6,260,70,70,100
1592636400000,20200620,7,260,60,60,90
1592640000000,20200620,8,250,60,60,80
1592643600000,20200620,9,240,50,50,70
1592647200000,20200620,10,240,50,60,70
